metric_name,count,suggested_action,suggested_field_key,suggested_name_cn,suggested_alias,score,validator_status,validator_reason,unit,topic_examples,table_title_examples,page_examples,report_examples,candidate_details
回复e互动,2,keep_unknown,,,,0,,no_candidate,条,,治理绩效-业务说明会;治理绩效,page_66.png;page_66_right.png,006_600587_新华医疗_2024_新华医疗：新华医疗2024年度ESG报告,[]
e互动回复率,2,keep_unknown,,,,0,,no_candidate,%,,治理绩效-业务说明会;治理绩效,page_66.png;page_66_right.png,006_600587_新华医疗_2024_新华医疗：新华医疗2024年度ESG报告,[]
国家电网电量,2,keep_unknown,,,,0,,no_candidate,兆瓦时,,治理绩效-环境绩效;环境绩效,page_66.png;page_66_right.png,006_600587_新华医疗_2024_新华医疗：新华医疗2024年度ESG报告,[]
清洁能源占比,2,keep_unknown,,,,0,,no_candidate,%,,治理绩效-环境绩效;环境绩效,page_66.png;page_66_right.png,006_600587_新华医疗_2024_新华医疗：新华医疗2024年度ESG报告,[]
报告期内发生突发环境事件,2,keep_unknown,,,,0,,no_candidate,件,,治理绩效-环境绩效;环境绩效,page_66.png;page_66_right.png,006_600587_新华医疗_2024_新华医疗：新华医疗2024年度ESG报告,[]
挥发性有机物,2,keep_unknown,,,,0,,no_candidate,吨,,治理绩效-环境绩效;环境绩效,page_66.png;page_66_right.png,006_600587_新华医疗_2024_新华医疗：新华医疗2024年度ESG报告,[]
董事会审议及通过议案数量,2,keep_unknown,,,,0,,no_candidate,项,,治理绩效-治理绩效;治理绩效,page_66.png;page_66_left.png,006_600587_新华医疗_2024_新华医疗：新华医疗2024年度ESG报告,[]
股东大会审议及通过的议案数量,2,keep_unknown,,,,0,,no_candidate,项,,治理绩效-治理绩效;治理绩效,page_66.png;page_66_left.png,006_600587_新华医疗_2024_新华医疗：新华医疗2024年度ESG报告,[]
发布各类公告,2,keep_unknown,,,,0,,no_candidate,份,,治理绩效-治理绩效;治理绩效,page_66.png;page_66_left.png,006_600587_新华医疗_2024_新华医疗：新华医疗2024年度ESG报告,[]
其中定期报告,2,keep_unknown,,,,0,,no_candidate,份,,治理绩效-治理绩效;治理绩效,page_66.png;page_66_left.png,006_600587_新华医疗_2024_新华医疗：新华医疗2024年度ESG报告,[]
其中临时公告,2,keep_unknown,,,,0,,no_candidate,份,,治理绩效-治理绩效;治理绩效,page_66.png;page_66_left.png,006_600587_新华医疗_2024_新华医疗：新华医疗2024年度ESG报告,[]
废水排放强度,2,keep_unknown,,,,0,,no_candidate,吨/万元营收,,环境绩效,page_67.png;page_67_left.png,006_600587_新华医疗_2024_新华医疗：新华医疗2024年度ESG报告,[]
一般固体废物产生强度,2,keep_unknown,,,,0,,no_candidate,吨/万元营收,,环境绩效,page_67.png;page_67_left.png,006_600587_新华医疗_2024_新华医疗：新华医疗2024年度ESG报告,[]
排污许可执行报告完成情况,2,keep_unknown,,,,0,,no_candidate,%,,环境绩效,page_67.png;page_67_left.png,006_600587_新华医疗_2024_新华医疗：新华医疗2024年度ESG报告,[]
环保相关培训场次,2,keep_unknown,,,,0,,no_candidate,场,,环境绩效,page_67.png;page_67_left.png,006_600587_新华医疗_2024_新华医疗：新华医疗2024年度ESG报告,[]
环保相关培训参与人次,2,keep_unknown,,,,0,,no_candidate,人次,,环境绩效,page_67.png;page_67_left.png,006_600587_新华医疗_2024_新华医疗：新华医疗2024年度ESG报告,[]
环保应急演练次数,2,keep_unknown,,,,0,,no_candidate,场次,,环境绩效,page_67.png;page_67_left.png,006_600587_新华医疗_2024_新华医疗：新华医疗2024年度ESG报告,[]
环保应急演练参与人次,2,keep_unknown,,,,0,,no_candidate,人次,,环境绩效,page_67.png;page_67_left.png,006_600587_新华医疗_2024_新华医疗：新华医疗2024年度ESG报告,[]
2024年新增职业病人数,2,keep_unknown,,,,0,,no_candidate,人,,职业健康与安全生产-指标;量化数据绩效表-职业健康与安全生产,page_21.png;page_21_right.png,007_002486_嘉麟杰_2024_嘉麟杰：2024年社会责任报告,[]
非常满意客户数,2,keep_unknown,,,,0,,no_candidate,,,客户满意度,page_28.png;page_28_left.png,007_002486_嘉麟杰_2024_嘉麟杰：2024年社会责任报告,[]
满意客户数,2,keep_unknown,,,,0,,no_candidate,,,客户满意度,page_28.png;page_28_left.png,007_002486_嘉麟杰_2024_嘉麟杰：2024年社会责任报告,[]
一般满意客户数,2,keep_unknown,,,,0,,no_candidate,,,客户满意度,page_28.png;page_28_left.png,007_002486_嘉麟杰_2024_嘉麟杰：2024年社会责任报告,[]
净资产,2,keep_unknown,,,,0,,no_candidate,万元,经营绩效,关键绩效表,page_31.png;page_31_left.png,007_002486_嘉麟杰_2024_嘉麟杰：2024年社会责任报告,[]
投诉解决率,2,keep_unknown,,,,0,,no_candidate,%,经营绩效,关键绩效表,page_31.png;page_31_left.png,007_002486_嘉麟杰_2024_嘉麟杰：2024年社会责任报告,[]
授权专利数,2,keep_unknown,,,,0,,no_candidate,项,经营绩效,关键绩效表,page_31.png;page_31_left.png,007_002486_嘉麟杰_2024_嘉麟杰：2024年社会责任报告,[]
科技论文发表数,2,keep_unknown,,,,0,,no_candidate,篇,经营绩效,关键绩效表,page_31.png;page_31_left.png,007_002486_嘉麟杰_2024_嘉麟杰：2024年社会责任报告,[]
股东分红,2,keep_unknown,,,,0,,no_candidate,万元,经营绩效,关键绩效表,page_31.png;page_31_left.png,007_002486_嘉麟杰_2024_嘉麟杰：2024年社会责任报告,[]
安全生产培训次数,2,keep_unknown,,,,0,,no_candidate,次,社会绩效,关键绩效表,page_31.png;page_31_left.png,007_002486_嘉麟杰_2024_嘉麟杰：2024年社会责任报告,[]
接受安全生产培训,2,keep_unknown,,,,0,,no_candidate,人次,社会绩效,关键绩效表,page_31.png;page_31_left.png,007_002486_嘉麟杰_2024_嘉麟杰：2024年社会责任报告,[]
安全生产培训员工覆盖率,2,keep_unknown,,,,0,,no_candidate,%,社会绩效,关键绩效表,page_31.png;page_31_left.png,007_002486_嘉麟杰_2024_嘉麟杰：2024年社会责任报告,[]
节能环保培训,2,keep_unknown,,,,0,,no_candidate,场次,环境绩效,附录 - 关键绩效表;ESG绩效数据表,page_31.png;page_31_right.png,007_002486_嘉麟杰_2024_嘉麟杰：2024年社会责任报告,[]
引进应届毕业生,2,keep_unknown,,,,0,,no_candidate,人,社会绩效,附录 - 关键绩效表;ESG绩效数据表,page_31.png;page_31_right.png,007_002486_嘉麟杰_2024_嘉麟杰：2024年社会责任报告,[]
销售收入,2,keep_unknown,,,,0,,no_candidate,亿元,,关键绩效表-经济绩效,page_45.png;page_45_left.png,007_600916_中国黄金_2024_中国黄金：中国黄金集团黄金珠宝股份有限公司2024环境、社会及管治(ESG)报告,[]
总部合同履约率,2,keep_unknown,,,,0,,no_candidate,%,,关键绩效表-经济绩效,page_45.png;page_45_left.png,007_600916_中国黄金_2024_中国黄金：中国黄金集团黄金珠宝股份有限公司2024环境、社会及管治(ESG)报告,[]
子公司合同履约率,2,keep_unknown,,,,0,,no_candidate,%,,关键绩效表-经济绩效,page_45.png;page_45_left.png,007_600916_中国黄金_2024_中国黄金：中国黄金集团黄金珠宝股份有限公司2024环境、社会及管治(ESG)报告,[]
本公司向前五大客户销售收入总额,2,keep_unknown,,,,0,,no_candidate,亿元,,关键绩效表-经济绩效,page_45.png;page_45_left.png,007_600916_中国黄金_2024_中国黄金：中国黄金集团黄金珠宝股份有限公司2024环境、社会及管治(ESG)报告,[]
本公司向前五大客户销售收入总额占全部营业收入比例,2,keep_unknown,,,,0,,no_candidate,%,,关键绩效表-经济绩效,page_45.png;page_45_left.png,007_600916_中国黄金_2024_中国黄金：中国黄金集团黄金珠宝股份有限公司2024环境、社会及管治(ESG)报告,[]
年度用电总量,2,keep_unknown,,,,0,,no_candidate,千瓦时,,关键绩效表-环保绩效,page_45.png;page_45_left.png,007_600916_中国黄金_2024_中国黄金：中国黄金集团黄金珠宝股份有限公司2024环境、社会及管治(ESG)报告,[]
垃圾处理费、固废处置费,2,keep_unknown,,,,0,,no_candidate,万元,,关键绩效表-环保绩效,page_45.png;page_45_left.png,007_600916_中国黄金_2024_中国黄金：中国黄金集团黄金珠宝股份有限公司2024环境、社会及管治(ESG)报告,[]
参加工会的员工比例,2,keep_unknown,,,,0,,no_candidate,%,,关键绩效表-社会绩效;ESG 数据表,page_45.png;page_45_right.png,007_600916_中国黄金_2024_中国黄金：中国黄金集团黄金珠宝股份有限公司2024环境、社会及管治(ESG)报告,[]
年度公开招聘人数,2,keep_unknown,,,,0,,no_candidate,人,,关键绩效表-社会绩效;ESG 数据表,page_45.png;page_45_right.png,007_600916_中国黄金_2024_中国黄金：中国黄金集团黄金珠宝股份有限公司2024环境、社会及管治(ESG)报告,[]
其中：高校应届毕业生,2,keep_unknown,,,,0,,no_candidate,人,,关键绩效表-社会绩效;ESG 数据表,page_45.png;page_45_right.png,007_600916_中国黄金_2024_中国黄金：中国黄金集团黄金珠宝股份有限公司2024环境、社会及管治(ESG)报告,[]
全年累计培训员工人次,2,keep_unknown,,,,0,,no_candidate,人次,,关键绩效表-社会绩效;ESG 数据表,page_45.png;page_45_right.png,007_600916_中国黄金_2024_中国黄金：中国黄金集团黄金珠宝股份有限公司2024环境、社会及管治(ESG)报告,[]
员工志愿者活动人次,2,keep_unknown,,,,0,,no_candidate,人次,,关键绩效表-社会绩效;ESG 数据表,page_45.png;page_45_right.png,007_600916_中国黄金_2024_中国黄金：中国黄金集团黄金珠宝股份有限公司2024环境、社会及管治(ESG)报告,[]
乡村振兴项目总投入,2,keep_unknown,,,,0,,no_candidate,万元,,关键绩效表-社会绩效;ESG 数据表,page_45.png;page_45_right.png,007_600916_中国黄金_2024_中国黄金：中国黄金集团黄金珠宝股份有限公司2024环境、社会及管治(ESG)报告,[]
科研总投入,2,keep_unknown,,,,0,,no_candidate,万元,,关键绩效表-社会绩效,page_45.png;page_45_left.png,007_600916_中国黄金_2024_中国黄金：中国黄金集团黄金珠宝股份有限公司2024环境、社会及管治(ESG)报告,[]
有效知识产权总数,2,keep_unknown,,,,0,,no_candidate,项,,关键绩效表-社会绩效,page_45.png;page_45_left.png,007_600916_中国黄金_2024_中国黄金：中国黄金集团黄金珠宝股份有限公司2024环境、社会及管治(ESG)报告,[]
职工总数,2,keep_unknown,,,,0,,no_candidate,人,,关键绩效表-社会绩效,page_45.png;page_45_left.png,007_600916_中国黄金_2024_中国黄金：中国黄金集团黄金珠宝股份有限公司2024环境、社会及管治(ESG)报告,[]
女职工,2,keep_unknown,,,,0,,no_candidate,人,,关键绩效表-社会绩效,page_45.png;page_45_left.png,007_600916_中国黄金_2024_中国黄金：中国黄金集团黄金珠宝股份有限公司2024环境、社会及管治(ESG)报告,[]
初级管理人员及以上岗位职工,2,keep_unknown,,,,0,,no_candidate,人,,关键绩效表-社会绩效,page_45.png;page_45_left.png,007_600916_中国黄金_2024_中国黄金：中国黄金集团黄金珠宝股份有限公司2024环境、社会及管治(ESG)报告,[]
其中：女性管理者人数,2,keep_unknown,,,,0,,no_candidate,人,,关键绩效表-社会绩效,page_45.png;page_45_left.png,007_600916_中国黄金_2024_中国黄金：中国黄金集团黄金珠宝股份有限公司2024环境、社会及管治(ESG)报告,[]
员工本地化人数,2,keep_unknown,,,,0,,no_candidate,人,,关键绩效表-社会绩效,page_45.png;page_45_left.png,007_600916_中国黄金_2024_中国黄金：中国黄金集团黄金珠宝股份有限公司2024环境、社会及管治(ESG)报告,[]
因不合规被中止合作的总部供应商,2,keep_unknown,,,,0,,no_candidate,家,,供应链管理绩效表;信息安全与隐私保护,page_41_right.png;page_49.png,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告,[]
因不合规被否决的潜在总部供应商,2,keep_unknown,,,,0,,no_candidate,家,,供应链管理绩效表;信息安全与隐私保护,page_41_right.png;page_49.png,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告,[]
现金分红总额（含税）,2,keep_unknown,,,,0,,no_candidate,万元,,经济绩效,page_47.png;page_47_left.png,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告,[]
投资者调研次数,2,keep_unknown,,,,0,,no_candidate,次,投资者关系管理,治理绩效,page_47.png;page_47_left.png,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告,[]
开展合规培训次数,2,keep_unknown,,,,0,,no_candidate,次,合规管理,治理绩效,page_47.png;page_47_left.png,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告,[]
接受合规培训员工人次,2,keep_unknown,,,,0,,no_candidate,人次,合规管理,治理绩效,page_47.png;page_47_left.png,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告,[]
外购热力,2,keep_unknown,,,,0,,no_candidate,吉焦耳,,环境绩效;能源管理,page_47.png;page_47_right.png,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告,[]
固定源排放,2,keep_unknown,,,,0,,no_candidate,吨二氧化碳当量,,应对气候变化,page_48.png;page_48_left.png,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告,[]
移动源排放,2,keep_unknown,,,,0,,no_candidate,吨二氧化碳当量,,应对气候变化,page_48.png;page_48_left.png,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告,[]
逸散源排放,2,keep_unknown,,,,0,,no_candidate,吨二氧化碳当量,,应对气候变化,page_48.png;page_48_left.png,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告,[]
温室气体排放强度（范围一 + 范围二）,2,keep_unknown,,,,0,,no_candidate,吨二氧化碳当量/万元营收;吨二氧化碳当量 / 万元营收,,应对气候变化,page_48.png;page_48_left.png,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告,[]
所使用碳信用（CERs）额度的数量,2,keep_unknown,,,,0,,no_candidate,吨二氧化碳当量,,应对气候变化,page_48.png;page_48_left.png,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告,[]
所使用中国绿色电力证书抵消的碳排放,2,keep_unknown,,,,0,,no_candidate,吨二氧化碳当量,,应对气候变化,page_48.png;page_48_left.png,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告,[]
30-50岁,2,keep_unknown,,,,0,,no_candidate,人,,按年龄划分;2024年度环境、社会及治理（ESG）报告-员工构成与流动情况,page_48.png;page_48_right.png,008_002649_博彦科技_2024_博彦科技：2024年度环境、社会及公司治理（ESG）报告,[]
